id,url,title,type,country,director,alsoknownas,episodes,score,aired,duration,genres,tags,mainrole,supportrole
118,https://mydramalist.com/118-iljimae-2008,Iljimae (2008), Drama, South Korea , Lee Yong Seok ,"  A Single Stalk of Plum ,  Iljimae The Phantom Thief  ", 20," 8.3 (scored by 7,777 users)"," May 21, 2008 - Jul 24, 2008", 60 min.,"Action,Historical,Romance,Drama,Melodrama","Sword-fight,NiceStepfather,HistoricalLegend,StrongMaleLead,PowerStruggle,Vigilante,HiddenIdentity,AdaptedFromAManhwa,LoveSquare,StrongFemaleLead","Lee Joon Gi,Han Hyo Joo,Lee Young Ah,Park Shi Hoo,","Lee Moon Shik,Kim Sung Ryung,"
119,https://mydramalist.com/119-hong-gil-dong-2008,Hong Gil Dong (2008), Drama, South Korea , Lee Jung Sub ,"  Sharp Blade Hong Gil Dong ,  Kwaedo Hong Gil Dong  ", 24," 7.8 (scored by 3,874 users)"," Jan  2, 2008 - Mar 26, 2008", 1 hr. 10 min.,"Action,Historical,Comedy,Romance,Drama","StupidFemaleLead,StrongMaleLead,SmartMaleLead,JoseonDynasty,LoveTriangle,PowerStruggle,HongGilDong","Kang Ji Hwan,Sung Yoo Ri,Jang Geun Suk,Kim Ri Na,","Gil Yong Woo,Park Sang Wook,"
120,https://mydramalist.com/120-otomen,Otomen (2009), Drama, Japan , Tanimura Masaki ,"  乙男 ,  Otsu Otoko  ", 12," 7.2 (scored by 3,272 users)"," Aug  1, 2009 - Nov  3, 2009", 45 min.,"Friendship,Comedy,Romance,School,Youth","Kendo,HiddenPersonality,OppositesAttract,LoveAtFirstSight,HighSchool,Tomboy,Student,NiceMaleLead,AdaptedFromAManga","Okada Masaki,Kaho,","Kimura Ryo,Seto Koji,Sano Kazuma,Kiritani Mirei,"
121,https://mydramalist.com/121-zettai-reido,Zettai Reido (2010), Drama, Japan ," Murakami Shosuke,  Iwata Kazuyuki ","  Absolute Zero ,  Zettai Reido 〜 Mi Kaiketsu Jiken Tokumei Sousa 〜 ,  Absolute Zero ~ Unsolved Case Special Investigation ~  ", 11, 7.6 (scored by 541 users)," Apr 13, 2010 - Jun 22, 2010", 54 min.,"Mystery,Crime,Detective,Investigation","ColdCases,Forensic,CrimeSolving,PoliceOfficer,PoliceProcedural,Police","Ueto Aya,","Miyasako Hiroyuki,Yamaguchi Sayaka,Sugimoto Tetta,Kitaoji Kinya,Nakahara Takeo,"
122,https://mydramalist.com/122-real-clothes-2009,Real Clothes (2009), Drama, Japan ," Shiraki Keiichiro,  Motohashi Keita ",  Riaru Kurouzu  , 11, 7.3 (scored by 618 users)," Oct 13, 2009 - Dec 22, 2009", 54 min.,"Comedy,Life,Drama","SalesWorker,OfficeWorker,Fashion,AdaptedFromAManga,Business","Kuroki Hitomi,Karina,","Mano Yuko,Tanaka Tetsushi,Kuze Seika,Ito Yuko,"
123,https://mydramalist.com/123-mulan,Mulan (2009), Movie, China ,,    ,," 8.1 (scored by 3,641 users)",, 1 hr. 48 min.,"Military,Friendship,Historical,Romance,Drama","FemaleWarrior,Cross-Dressing,StrongFemaleLead,War,BasedOnALegend,General,Secret,Army,Soldier,Leadership","Aloys Chen,Vicki Zhao,","Jaycee Chan,Xu Jiao,Angel Liu,Lee Nicky,"
124,https://mydramalist.com/124-from-me-to-you,From Me to You (2010), Movie, Japan , Hashimoto Kojiro ,"  Kimi ni Todoke ,  Reaching You  ",," 7.8 (scored by 15,953 users)",, 2 hr. 8 min.,"Friendship,Romance,School,Youth","ShyFemaleLead,HighSchool,PersonalGrowth,MaleChasesFemaleFirst,SchoolBullying,AdaptedFromAManga,CheerfulMaleLead,NaiveFemaleLead,SocialPhobia,Sismance","Tabe Mikako,Miura Haruma,","Renbutsu Misako,Natsuna,Kiritani Mirei,Sasaki Daisuke,"
125,https://mydramalist.com/125-attack-on-the-pin-up-boys,Attack on the Pin-Up Boys (2007), Movie, South Korea , Lee Kwon ,"  Kkotminam Yeonswae Tereosageon ,  Attack  on the Flower Boys  ",," 6.7 (scored by 5,074 users)",, 1 hr. 21 min.,"Mystery,Comedy","SuperJunior,IdolActor,Popularity,Cyberculture,Judo,Teenager,Dancer,Rivalry,SocialCommentary,ArrogantMaleLead","Choi Si Won,Kang In,Kim Hee Chul,Kim Ki Bum,Lee Dong Hae,","Kwon Byung Gil,"
126,https://mydramalist.com/126-bambino,Bambino! (2007), Drama, Japan ," Otani Taro,  Noriyoshi Sakuma ",  Banbiino!  , 11," 7.0 (scored by 2,320 users)"," Apr 18, 2007 - Jun 27, 2007", 54 min.,Food,"Restaurant,Chef,Arashi,Cooking,AdaptedFromAManga,IdolActor","Matsumoto Jun,Karina,","Mukai Osamu,Uchida Yuki,Sato Ryuta,Komatsu Ayaka,"
127,https://mydramalist.com/127-nodame-cantabile-the-final-score-part-i,Nodame Cantabile: The Final Score - Part I (2009), Movie, Japan , Takeuchi Hideki ,"  Nodame Cantabile The Movie I ,  Nodame Cantabile Final Music Part 1 ,  Nodame Kantabire Saishuu Gakushou - Zenpen ,  のだめカンタービレ最終楽章 前編  ",," 8.2 (scored by 3,884 users)",, 2 hr. 1 min.,"Music,Comedy,Romance","ClassicalMusic,Aviophobia,OrchestraConductor,EccentricFemaleLead,Pianist,Musician,Phobia,AdaptedFromAManga,Competition","Ueno Juri,Tamaki Hiroshi,","Giry Vincent,Cynthia Cheston,Wentz Eiji,Fukushi Seiji,"
128,https://mydramalist.com/128-witch-yoo-hee,Witch Yoo Hee (2007), Drama, South Korea , Jeon Ki Sang ,"  Witch Amusement ,  A Witch in Love ,  Witch Ma ,  Yu Hee, the Witch ,  Manyeo Yuhui ,  Manyeo Yuhee  ", 16," 6.9 (scored by 3,700 users)"," Mar 21, 2007 - May 10, 2007", 60 min.,Drama,"OlderWoman/YoungerMan,Boss/EmployeeRelationship,Housekeeper,FemaleCeo,Ex-loverComesBack,Ex-Lover,RelationshipCoach,TalentedChef,DatingExpert,AbsentParents","Han Ga In,Jae Hee,Kim Jung Hoon,Jeon Hye Bin,","Byun Hee Bong,Kang  San,"
129,https://mydramalist.com/129-a-man-called-god,A Man Called God (2010), Drama, South Korea , Lee Hyung Sun ,"  Shinira Bulriwoon Sanai ,  Shinira Bulliun Sanai  ", 24," 7.3 (scored by 1,382 users)"," Mar  6, 2010 - May 23, 2010", 1 hr. 10 min.,"Action,Adventure,Romance,Crime","OrphanMaleLead,Betrayal,Spy,ArrogantMaleLead,AdaptedFromAManhwa,Revenge,RichMaleLead","Song Il Gook,Han Chae Young,Kim Min Jong,Han Go Eun,","Yoo In Young,Jo Jin Woong,"
130,https://mydramalist.com/130-moon-child,Moon Child (2003), Movie, Japan ,,    ,," 7.4 (scored by 1,840 users)",, 1 hr. 59 min.,"Action,Friendship,Vampire,Drama,Supernatural","Future,Bromance,Gangster,Violence,Vampire,LoveTriangle,GunViolence,TimeSkip,Makjang","GACKT,Hyde,","Hongo Kanata,Leehom Wang,Yamamoto Taro,Terajima  Susumu,"
131,https://mydramalist.com/131-kurosagi-the-movie,Kurosagi: The Movie (2008), Movie, Japan , Ishii Yasuharu ,"  Kurosagi ,  The Black Swindler  ",," 7.2 (scored by 2,572 users)",, 2 hr. 7 min.,"Action,Suspense,Crime,Life","ConArtist,AdaptedFromAManga,IdolActor","Yamashita Tomohisa,","Kosuda Yasuto,Okunuki Kaoru,Kato Koji,Takenaka Naoto,Horikita Maki,"
132,https://mydramalist.com/132-do-re-mi-fa-so-la-ti-do,Do Re Mi Fa So La Ti Do (2008), Movie, South Korea ,,"  Do Re Mi Fa So La Si Do ,  Do Re Mi Pa Sol La Shi Do  ",," 7.1 (scored by 4,390 users)",, 1 hr. 45 min.,"Friendship,Music,Romance,Drama","Ex-Lover,MentalIllness,Singer-Songwriter,Depression,Musician,TragicPast,MentalHealth,AdaptedFromANovel","Jang Geun Suk,Cha Ye Ryun,Jung Eui Chul,","Lee Eun,Lee Mae Ri,Im Joo Hwan,"
133,https://mydramalist.com/133-mars,MARS (2004), Drama, Taiwan , Tsai Yueh Hsun ,"  Zhan Shen ,   God of War ,    ", 21," 8.2 (scored by 5,001 users)"," Apr  7, 2004 - Aug 18, 2004", 45 min.,"Suspense,Psychological,Romance,Drama,Melodrama","SexualAssault,MentalHealth,Trauma,Suicide,TragicPast,Rape,AdaptedFromAManga,Psychopath,Twins,University","Barbie Hsu,Vic Zhou,","Megan Lai,Xiu Jie Kai,Renzo Liu,Xiao Xiao,"
134,https://mydramalist.com/134-kami-no-shizuku,Kami no Shizuku (2009), Drama, Japan ," Nakajima Satoru,  Ogaki Kazuho,  Ishio Jun ","  Les Gouttes de Dieu ,  The Drops of God  ", 9," 6.8 (scored by 1,421 users)"," Jan 13, 2009 - Mar 10, 2009", 54 min.,"Friendship,Mystery,Drama,Family","KAT-TUN,Wine,AdaptedFromAManga,IdolActor","Kamenashi Kazuya,Naka Riisa,Tanabe Seiichi,","Uchida Yuki,Takenaka Naoto,Toda Naho,"
135,https://mydramalist.com/135-beethoven-virus,Beethoven Virus (2008), Drama, South Korea , Lee Jae Gyoo ,"  Betoben Bayireoseu ,  Betoben Baireoseu  ", 18," 7.2 (scored by 3,515 users)"," Sep 10, 2008 - Nov 12, 2008", 1 hr. 10 min.,"Friendship,Music,Romance,Drama,Family,Political","ClassicalMusic,Violinist,SliceOfLife,LoveTriangle","Kim Myung Min,Jang Geun Suk,Lee Ji Ah,","Hyun Jyu Ni,Hwang Young Hee,Park Kil Soo,"
136,https://mydramalist.com/136-heavenly-forest,Heavenly Forest (2006), Movie, Japan , Shinjo Takehiko ,"  Forest of Heaven ,   Tada, Kimi Wo Aishiteru ,    ",," 8.0 (scored by 4,454 users)",, 1 hr. 56 min.,"Romance,Youth,Drama,Melodrama","IchikawaTakuji,AdaptedFromANovel,AwkwardMaleLead,LoversSeparated,EccentricFemaleLead,Photography,Tearjerker,FriendsToLovers,Mystery","Tamaki Hiroshi,Miyazaki Aoi,","Kuroki Meisa,Koide Keisuke,Aoki Munetaka,Kobayashi Susumu,"
137,https://mydramalist.com/137-chuno,Chuno (2010), Drama, South Korea , Kwak Jung Hwan ,"  Pursuing Servants ,   Slave Hunters ,   The Slave Hunters  ", 24," 8.0 (scored by 2,871 users)"," Jan  6, 2010 - Mar 25, 2010", 1 hr. 10 min.,"Action,Historical,Romance,Drama,Tragedy","JoseonDynasty,LoveTriangle,Injustice,Bromance,Sword-fight,WrongfullyAccused,Slave,WeakFemaleLead,Revenge,BadassMaleLead","Jang Hyuk,Lee Da Hae,Oh Ji Ho,Lee Jong Hyuk,Gong Hyung Jin,","Kim Ji Suk,"
138,https://mydramalist.com/138-smile-you,"Smile, You (2009)", Drama, South Korea , Lee Tae Gon ,"  Geudae, Useoyo ,  Smile ,  Smile Honey  ", 45," 7.9 (scored by 3,778 users)"," Sep 26, 2009 - Mar  7, 2010", 1 hr. 10 min.,"Comedy,Romance,Family","Cohabitation,NiceMaleLead,RichesToRags,PossessiveMother,Family,SecretRelationship,FemaleChasesMaleFirst,LoveTriangle,Mechanic,PoorMaleLead","Jung Kyung Ho,Lee Min Jung,Choi Bool Am,Song Ok Sook,Chun Ho Jin,Kang  Suk Woo,",
139,https://mydramalist.com/139-my-sassy-girl,My Sassy Girl (2001), Movie, South Korea ,,"  Yeopki Girl ,  Yeopgi Girl ,  Yeopgi Jeogin Geunyeo ,  Yeopki Jeogin Geunyeo ,  She Is Bizarre  ",," 7.8 (scored by 11,686 users)",, 2 hr. 3 min.,"Comedy,Romance,Drama","AdaptedFromAWebNovel,CollegeStudent,SassyFemaleLead,Abuse,SlowRomance,NiceMaleLead","Cha Tae Hyun,Jun Ji Hyun,","Song Ok Sook,Han Jin Hee,Kim Min Jae,Kim In Moon,"
140,https://mydramalist.com/140-becoming-a-billionaire,Becoming a Billionaire (2010), Drama, South Korea , Lee Jin Seo ,"  Birth of a Rich Man ,  The Birth of the Rich ,  Bujaui Tansaeng  ", 20," 6.9 (scored by 1,414 users)"," Mar  1, 2010 - May  4, 2010", 1 hr. 10 min.,"Business,Comedy,Romance,Drama,Melodrama","OlderWoman/YoungerMan,BirthSecret,RichWoman/PoorMan","Ji Hyun Woo,Lee Bo Young,Lee Shi Young,Namgoong Min,","Ok Go Woon,Shin Da Eun,"
141,https://mydramalist.com/141-meteor-garden,Meteor Garden (2001), Drama, Taiwan , Tsai Yueh Hsun ,"  Liu Xing Hua Yuan ,  流星花园  ", 19," 7.7 (scored by 6,340 users)"," Apr 12, 2001 - Aug 16, 2001", 60 min.,"Comedy,Romance,Drama","LoveTriangle,MaleChasesFemaleFirst,RichMan/PoorWoman,EvilParentalFigure,SexualAssault,SchoolBullying,PossessiveMaleLead,AttemptedRape,Franchise,ArrogantMaleLead","Barbie Hsu,Jerry Yan,Vic Zhou,Vanness Wu,Ken Chu,","Edward Ou,"
142,https://mydramalist.com/142-delightful-girl-choon-hyang,"Delightful Girl, Choon Hyang (2005)", Drama, South Korea ," Jeon Ki Sang,  Ji Byung Hyun ","  Sassy Girl, Choon Hyang ,  Pleasurable Girl, Choon Hyang ,  Kwaegeol Chunhyang ,  Kwae Geol Chun Hyang  ", 17," 7.5 (scored by 6,269 users)"," Jan  3, 2005 - Mar  1, 2005", 1 hr. 10 min.,"Comedy,Romance","StrongFemaleLead,LoveTriangle,ForcedMarriage,ContractRelationship,HighSchoolToWorkingLife,HighSchool,HardworkingFemaleLead,MarriedCouple,TeenMarriage,MarriageOfConvenience","Han Chae Young,Jae Hee,Uhm Tae Woong,Park Shi Eun,","Choi Ran,Hong Ji Young,"
143,https://mydramalist.com/143-q10,Q10 (2010), Drama, Japan ," Kariyama Shunsuke,  Noriyoshi Sakuma ","  Kyuto ,  Kyuuto  ", 9," 7.5 (scored by 2,986 users)"," Oct 16, 2010 - Dec 11, 2010", 54 min.,"Comedy,Romance,School,Sci-Fi","HiddenIdentity,HighSchool,InterspeciesRomance,ArtificialIntelligence,Robot,TimeTravel","Sato Takeru,Maeda Atsuko,","Ikematsu Sosuke,Hosoda Yoshihiko,Renbutsu Misako,Emoto Tokio,"
144,https://mydramalist.com/144-battle-royale,Battle Royale (2000), Movie, Japan , Fukasaku Kinji ,"  Batoru rowaiaru  ,   Battle Royale Survival Program  ,   BR  ",," 7.9 (scored by 7,593 users)",, 1 hr. 54 min.,"Action,Adventure,Thriller,Horror,Psychological,Drama","Gore,Murder,DeathGame,Violence,AdaptedFromANovel,Survival,HighSchool,Island,Dystopia,Student","Fujiwara Tatsuya,Maeda Aki,Yamamoto Taro,Beat Takeshi,","Shibasaki Ko,Ando Masanobu,"
145,https://mydramalist.com/145-jin,JIN (2009), Drama, Japan ," Yamamuro Daisuke,  Kawashima Ryutaro,  Hirakawa Yuichiro ",  ＪＩＮ　-仁-  , 11," 8.2 (scored by 1,861 users)"," Oct 11, 2009 - Dec 20, 2009", 54 min.,"Historical,Sci-Fi,Medical","CompetentProtagonist,Doctor,TimeTravel,ChangesTime,HistoricalFigure,Invention,Doppelganger,FeudalJapan,Disease,Courtesan","Osawa Takao,Ayase Haruka,","Koide Keisuke,Aso Yumi,Nakatani Miki,Mizusawa Erena,"
146,https://mydramalist.com/146-binbo-danshi,Binbo Danshi (2008), Drama, Japan ," Inomata Ryuichi,  Yoshino Hiroshi ","  Bomb bee men ,  Binbou Danshi  ", 9," 6.9 (scored by 1,496 users)"," Jan 15, 2008 - Mar 11, 2008", 54 min.,Comedy,"ExchangeBusiness,PoorMaleLead","Oguri Shun,","Miura Haruma,Yusuke Santamaria,Kamiji  Yusuke,Takiguchi Yukihiro,Yamada Yu,"
147,https://mydramalist.com/147-ninkyo-helper,Ninkyo Helper (2009), Drama, Japan ," Ishikawa Junichi,  Aizawa Hideyuki,  Nishitani Hiroshi,  Hayama Hiroki ",  The Chivalrous Helper  , 11, 7.7 (scored by 635 users)," Jul  9, 2009 - Sep 17, 2009", 45 min.,"Romance,Life,Melodrama","SMAP,ElderlyCare,LifeLesson,Gang,Yakuza,CharacterDevelopment,IdolActor","Kusanagi Tsuyoshi,Natsukawa Yui,","Kuroki Meisa,Kato Seishiro,Yuki Jutta,Yabu Kota,"
148,https://mydramalist.com/148-tsuki-no-koibito,Tsuki no Koibito (2010), Drama, Japan ," Hirano Shin,  Nishitani Hiroshi ",  Moon Lovers  , 8," 6.8 (scored by 1,051 users)"," May 10, 2010 - Jul  5, 2010", 45 min.,Romance,"Betrayal,LoveSquare,Business,SMAP,IdolActor","Kimura Takuya,Shinohara Ryoko,Lin Chi Ling,","Matsuda Shota,Nagatsuka Kyozo,Hamada Gaku,"
149,https://mydramalist.com/149-hammer-session,HAMMER SESSION! (2010), Drama, Japan ," Nakamae Yuji,  Aso Manabu ",    , 11," 7.7 (scored by 1,480 users)"," Jul 10, 2010 - Sep 18, 2010", 50 min.,"Comedy,School","Teacher,EccentricMaleLead,AdaptedFromAManga","Hayami Mokomichi,Shida Mirai,Higa Manami,","Kohinata Fumiyo,Ishiguro Hideo,Takayama Yuko,"
150,https://mydramalist.com/150-brown-sugar-macchiato,Brown Sugar Macchiato (2007), Drama, Taiwan ,,"  Hei Tang Ma Qi Duo ,  黑糖玛奇朵  ", 13," 6.9 (scored by 1,563 users)"," Jul 15, 2007 - Oct  7, 2007", 1 hr. 8 min.,"Comedy,Romance,School,Youth","MultipleMains,HiddenIdentity,Brothers,Roommates,HiddenRelationship,IdolActor","Prince Chiu,Owodog Zhuang,Yako Chan,Fabien Yang,Brian Liao,Mini Chang,",
151,https://mydramalist.com/151-dragon-zakura,Dragon Zakura (2005), Drama, Japan ," Tsukamoto Renpei,  Komatsu Takashi,  Karaki Akihiro ","  Dragon Sakura ,  Doragon Zakura  ", 11," 7.6 (scored by 3,994 users)"," Jul  8, 2005 - Sep 16, 2005", 54 min.,"Friendship,Comedy,School,Drama","CollegeEntranceExam,NEWS(Band),Delinquent,Lawyer,Teacher,HighSchool,PersistentTeacher,AdaptedFromAManga,IdolActor","Abe Hiroshi,Hasegawa Kyoko,Yamashita Tomohisa,Nagasawa Masami,Nakao Akiyoshi,Koike Teppei,",
152,https://mydramalist.com/152-a-love-to-kill,A Love to Kill (2005), Drama, South Korea ," Kim Kyu Tae,  Kwak Jung Hwan ","  Ijuksa ,  This Love I Want To Kill ,  The Love of Death ,  Detestable Love ,  Knock Out By Love ,  I Jukil Nomui Sarang  ", 16," 7.3 (scored by 4,116 users)"," Oct 31, 2005 - Dec 20, 2005", 1 hr. 2 min.,"Romance,Drama,Melodrama,Tragedy","ForbiddenLove,Bodyguard,Revenge,HateToLove,Misunderstanding,LoveTriangle,Brotherhood,RichWoman/PoorMan,ObsessivePretender,StoicMaleLead","Rain,Shin Min Ah,","Kim Sa Rang,Kim Kwang Min,Yoo Hye Ri,Lee Min Hyuk,"
153,https://mydramalist.com/153-bull-fighting,Bull Fighting (2007), Drama, Taiwan , Liu Jun Jie ,"  Hooping Dulcinea ,  Free Style ,  Tou Niu. Yao Pu Yao? ,  Dou Niu. Yao Bu Yao? ,  斗牛。要不要  ", 17," 7.3 (scored by 2,594 users)"," Nov 18, 2007 - Mar  9, 2008", 1 hr. 8 min.,"Comedy,Romance,School,Sports","Basketball,StrongFemaleLead,LoveTriangle","Mike He,Hebe Tien,Lee Wei,","Denny Huang,Xiu Jun Lin,Wei Ai,"
154,https://mydramalist.com/154-hachimitsu-to-clover,Hachimitsu to Clover (2008), Drama, Japan ," Tanimura Masaki,  Matsuyama  Hiroaki ","  Honey and Clover ,   Hachimitsu to Kurobaa ,   Honey & Clover ,    ", 11," 7.0 (scored by 1,783 users)"," Jan  8, 2008 - Mar 18, 2008", 45 min.,"Friendship,Romance,Life,Drama","AdaptedFromAManga,CollegeLife,UnrequitedLove,LoveTriangle,VisualArts","Ikuta Toma,Narimiya Hiroki,Mukai Osamu,Narumi Riko,Harada  Natsuki ,","Matsushige Yutaka,"
155,https://mydramalist.com/155-tantei-gakuen-q,Tantei Gakuen Q (2007), Drama, Japan ," Inomata Ryuichi,  Otsuka Kyoji,  Ishio Jun ",  Detective School Q  , 11," 7.8 (scored by 1,707 users)"," Jul  3, 2007 - Sep 11, 2007", 45 min.,"Friendship,Mystery,Youth","Hey!Say!Jump,Teenager,Johnnys,Johnny'sJr,SmartMaleLead,Murder,Child,AdaptedFromAManga,Bromance,IdolActor","Kamiki Ryunosuke,Shida Mirai,Yamada Ryosuke,Kaname Jun,Wakaba Katsumi,","Suzuki Kazuma,"
156,https://mydramalist.com/156-rh-plus,RH Plus (2008), Drama, Japan , Ichino Ryuichi ,  RHPlus  , 13," 6.9 (scored by 1,151 users)"," Jan  2, 2008 - Mar 26, 2008", 30 min.,"Action,Horror,Vampire,Fantasy","AdaptedFromAManga,Housemates,TragicPast,Miniseries,Bad/WrongTag,Brothers,Bromance,ProtectiveBrother","Miura Yuu,Tochihara Rakuto,Ojima Naoya,Takano Hassei,","Fujita Rei,Tomatsu Haruka,"
157,https://mydramalist.com/157-hero,HERO (2001), Drama, Japan ," Suzuki  Masayuki,  Sawada Kensaku ","  HERO 2001 ,  HERO Season 1 ,  HERO 1  ", 11," 7.9 (scored by 1,686 users)"," Jan  8, 2001 - Mar 19, 2001", 54 min.,"Comedy,Law,Crime","Prosecutor,EccentricMaleLead,Investigation,SMAP,IdolActor,SlightRomance,OfficeRomance,Mail-to-orderShopping,NikkanDailySportsDramaGP,HardworkingMaleLead","Kimura Takuya,Matsu Takako,","Ohtsuka Nene,Abe Hiroshi,Katsumura Masanobu,Kohinata Fumiyo,"
158,https://mydramalist.com/158-my-tutor-friend,My Tutor Friend (2003), Movie, South Korea , Kim Kyung Hyung ,"  Donggabnaegi Gwawoehagi ,  Donggapnaegi Gwawoehagi  ",," 7.4 (scored by 4,318 users)",, 1 hr. 50 min.,"Comedy,Romance","SmartFemaleLead,HateToLove,RichMaleLead,SpoiledMaleLead,EccentricFemaleLead,Delinquent,EnemiesToLovers","Kim Ha Neul,Kwon Sang Woo,","Gong Yoo,Kim Ji Woo,Baek Il Sub,Kim Hye Ok,"
159,https://mydramalist.com/159-akai-ito,Akai Ito (2008), Drama, Japan ," Murakami Shosuke,  Kawamura Taisuke ",  Red Thread of Fate  , 11," 7.4 (scored by 2,642 users)"," Dec  6, 2008 - Feb 28, 2009", 45 min.,"Friendship,Romance,Drama,Melodrama","Melodrama,Depression,Abuse,HighSchool,DrugAddiction,AdaptedFromANovel","Mizobata Junpei,Minamisawa Nao,","Kimura Ryo,Okamoto Rei,Tajima Yusei,Ishibashi Anna,"
160,https://mydramalist.com/160-innocent-love,Innocent Love (2008), Drama, Japan ," Endo Mitsutaka,  Katou Yuusuke,  Matsuyama  Hiroaki ",    , 10," 7.2 (scored by 1,885 users)"," Oct 20, 2008 - Dec 22, 2008", 45 min.,Romance,"Brother-SisterRelationship,Amnesia,FirstLove","Kitagawa Yujin,Horikita Maki,Fukushi Seiji,","Narimiya Hiroki,Naito Takashi,Uchida Yuki,"
161,https://mydramalist.com/161-miss-no-good,Miss No Good (2008), Drama, Taiwan , Elson Chang ,"  The Bad Campus Belle  ,   Campus Shrewd  ,   Pu Liang Hsiao Hua (Bu Liang Xiao Hua)  ", 14," 7.0 (scored by 2,447 users)"," Sep  7, 2008 - Dec  7, 2008", 1 hr. 10 min.,"Comedy,Romance,Drama","MakeupArtist,EccentricFemaleLead,OppositesAttract,CalmMaleLead,Makeover","Rainie Yang,Wilber Pan,Dean Fujioka,","Denny Huang,Michelle Chen,Jian Chang,"
162,https://mydramalist.com/162-gumiho-tale-of-the-foxs-child,Gumiho: Tale of the Fox's Child (2010), Drama, South Korea , Lee Jae Sang ,"  Grudge: The Revolt of Gumiho ,  Gumiho: Yeowoonuidyun ,  Gumiho: Yeounuidyeon  ", 16, 7.5 (scored by 946 users)," Jul  5, 2010 - Aug 24, 2010", 1 hr. 10 min.,"Historical,Drama,Melodrama,Supernatural","Nine-tailedFox,Betrayal,SingleParent,HiddenIdentity,Mother-DaughterRelationship,Shapeshifter","Han Da Gam,Kim Yoo Jung,Seo Shin Ae,Jang Hyun Sung,","Kim Woo Seok,Kim Do Yeon,"
163,https://mydramalist.com/163-paradise-farm,Paradise Farm (2011), Drama, South Korea , Kim Chul Gyu ,"  Paradise Ranch ,  Paradise Meadow ,  Paradaiseu Mokjang  ", 16," 6.8 (scored by 3,621 users)"," Jan 24, 2011 - Mar 15, 2011", 1 hr. 10 min.,"Romance,Drama","TVXQ,Co-habitation,PossessiveMaleLead,Pre-produced,DivorcedCouple,Ex-girlfriendComesBack,LoveSquare,SecondChance,RichesToRags,RichMan/PoorWoman","Lee Yun Hee,Joo Sang Wook,Shim Chang Min,Yoo Ha Na,","Lee Si Eon,Im Soo Hyang,"
164,https://mydramalist.com/164-a-moment-to-remember,A Moment to Remember (2004), Movie, South Korea ,,"  Nae Meorisokui Jiugae ,  내 머리 ,  An Eraser in My Head ,  Nae Meorisokui Jiwoogae  ",," 8.5 (scored by 8,199 users)",, 2 hr. 25 min.,"Romance,Drama,Melodrama","Tearjerker,HardworkingMaleLead,DissociativeAmnesia,FashionDesigner,Amnesia,Marriage","Jung Woo Sung,Son Ye Jin,","Baek  Jong Hak,Lee  Seon Jin,Park Sang Gyu,Kim Hee Ryeong,"
165,https://mydramalist.com/165-joker-yurusarezaru-sousakan,Joker Yurusarezaru Sousakan (2010), Drama, Japan ," Hijikata Masato,  Ishikawa Junichi,  Tsuzuki Junichi ",    , 10, 7.6 (scored by 940 users)," Jul 13, 2010 - Sep 14, 2010", 45 min.,"Drama,Detective,Investigation",Kanjani8,"Sakai Masato,Nishikido Ryo,Watanabe Anne,","Hirayama Hiroyuki,Tsuchiya Yuichi,Nagaoka Takuya,"
166,https://mydramalist.com/166-heading-to-the-ground,Heading to the Ground (2009), Drama, South Korea ,,"  Maenddange Heding ,  No Limit ,  Heading to Bare Ground  ", 16," 6.6 (scored by 1,363 users)"," Sep  9, 2009 - Nov  4, 2009", 1 hr. 10 min.,"Romance,Sports","TVXQ,IdolActor","U-Know,Go Ah Ra,","Lee Sang Yoon,Park Soon Chun,Bang Joon Seo,Ricky Kim,"
167,https://mydramalist.com/167-rookies,Rookies (2008), Drama, Japan ," Hirakawa Yuichiro,  Nakamae Yuji,  Yamamoto Takeyoshi ",  Ruukiizu  , 11," 7.9 (scored by 1,718 users)"," Apr 19, 2008 - Jul 26, 2008", 45 min.,"Friendship,School,Youth,Drama,Sports","Delinquent,Teacher,Gang,Baseball,AdaptedFromAManga","Sato Ryuta,Ichihara Hayato,Koide Keisuke,Shirota Yu,Nakao Akiyoshi,Takaoka Sousuke,",
168,https://mydramalist.com/168-my-mighty-princess,My Mighty Princess (2008), Movie, South Korea ,,"  Murim College Student ,  Murim Yeodaesaeng ,  Moorim Yeodaesaeng  ",," 7.2 (scored by 2,672 users)",, 1 hr. 58 min.,"Action,Friendship,Comedy,School,MartialArts,Fantasy","CollegeStudent,SingleFather,Swordswoman,IceHockey,Sword-fight,Theater,SuperhumanStrength,QuirkyHumour,CheerfulFemaleLead,StrongFemaleLead","Shin Min Ah,Ohn Joo Wan,Yoo Geon,","Kim Kwang Gyu,Jung Ho Bin,Lee Ji Soo,"
169,https://mydramalist.com/169-majisuka-gakuen,Majisuka Gakuen (2010), Drama, Japan ," Toyoshima Keisuke,  Matsunaga Yoichi ",  Majisuka High School  , 12," 7.3 (scored by 1,250 users)"," Jan  9, 2010 - Mar 27, 2010", 30 min.,"Action,Friendship,School,Drama","DelinquentSchool,Delinquent,StreetFight,Death,HighSchool,Yankees,Blood,Competition,FalseAccusation,FemaleCenteredPlot","Maeda Atsuko,Nachu,","Oshima Yuko,Shinoda Mariko,Kojima Haruna,Matsui Rena,"
